Index,X.1,X,Season,Episode,title,Scene,Line,Speaker,Text,Location,Region,House,Major.Char,Gender
652,652,652,Season 1,S01E02,The Kingsroad,11,652,JON SNOW," Ask me nicely and maybe I'll tell you, dwarf.",South of Wall,The North,Stark,1,Male
653,653,653,Season 1,S01E02,The Kingsroad,11,653,TYRION LANNISTER,"  A bastard boy with nothing to inherit, off to join the ancient order of the Night's Watch, alongside his valiant brothers-in-arms.",South of Wall,The North,Lannister,1,Male
654,654,654,Season 1,S01E02,The Kingsroad,11,654,JON SNOW, The Night's Watch protects the realm from...,South of Wall,The North,Stark,1,Male
655,655,655,Season 1,S01E02,The Kingsroad,11,655,TYRION LANNISTER," Yes yes, against grumpkins and snarks and all the other monsters your wet nurse warned you about. You're a smart boy. You don't believe that nonsense... Everything's better with some wine in the belly.",South of Wall,The North,Lannister,1,Male
656,656,656,Season 1,S01E02,The Kingsroad,11,656,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,South of Wall,The North,Other,0,Other
657,657,657,Season 1,S01E02,The Kingsroad,12,657,CATELYN STARK,"Bran's bedroom, Catelyn still at his bedside, Maester Luwin walks in.",Winterfell,The North,Stark,1,Female
658,658,658,Season 1,S01E02,The Kingsroad,12,658,MAESTER LUWIN," It's time we reviewed the accounts, my lady. You'll want to know how much this royal visit has cost us.",Winterfell,The North,Other,0,Other
659,659,659,Season 1,S01E02,The Kingsroad,12,659,CATELYN STARK,  Talk to Poole about it.,Winterfell,The North,Stark,1,Female
660,660,660,Season 1,S01E02,The Kingsroad,12,660,MAESTER LUWIN," Poole went south with Lord Stark, my lady. We need a new steward, and there are several other appointments that require our immediate attention...",Winterfell,The North,Other,0,Other
661,661,661,Season 1,S01E02,The Kingsroad,12,661,CATELYN STARK, I don't care about appointments!,Winterfell,The North,Stark,1,Female
662,662,662,Season 1,S01E02,The Kingsroad,12,662,ROBB STARK,  I'll make the appointments. We'll talk about it first thing in the morning.,Winterfell,The North,Stark,1,Male
663,663,663,Season 1,S01E02,The Kingsroad,12,663,MAESTER LUWIN," Very good, my Lord. My Lady.",Winterfell,The North,Other,0,Other
664,664,664,Season 1,S01E02,The Kingsroad,12,664,ROBB STARK,  When was the last time you left this room?,Winterfell,The North,Stark,1,Male
665,665,665,Season 1,S01E02,The Kingsroad,12,665,CATELYN STARK,  I have to take care of him.,Winterfell,The North,Stark,1,Female
666,666,666,Season 1,S01E02,The Kingsroad,12,666,ROBB STARK," He's not going to die, mother. Maester Luwin says the most dangerous time has passed.",Winterfell,The North,Stark,1,Male
667,667,667,Season 1,S01E02,The Kingsroad,12,667,CATELYN STARK, What if he's wrong? Bran needs me.,Winterfell,The North,Stark,1,Female
668,668,668,Season 1,S01E02,The Kingsroad,12,668,ROBB STARK," Rickon needs you. He's six. He doesn't know what's happening. He follows me around all day, clutching my leg, crying...",Winterfell,The North,Stark,1,Male
669,669,669,Season 1,S01E02,The Kingsroad,12,669,CATELYN STARK, Close the windows! I can't stand it! Please make them stop! (Wolf's howling repeatedly),Winterfell,The North,Stark,1,Female
670,670,670,Season 1,S01E02,The Kingsroad,12,670,ROBB STARK,  Fire. You stay here. I'll come back.,Winterfell,The North,Stark,1,Male
671,671,671,Season 1,S01E02,The Kingsroad,12,671,ASSASSIN, You're not supposed to be here. No one is supposed to be here. It's a mercy. He's dead already.,Winterfell,The North,Other,0,Other
672,672,672,Season 1,S01E02,The Kingsroad,12,672,CATELYN STARK,  No!,Winterfell,The North,Stark,1,Female
673,673,673,Season 1,S01E02,The Kingsroad,12,673,CATELYN STARK,"The man is an assassin, when he draws his blade, Catelyn begins to fend him off. In the process her hands are both sliced. The man walks within inches of Bran and his direwolf comes in and mauls the assassin.",Winterfell,The North,Stark,1,Female
674,674,674,Season 1,S01E02,The Kingsroad,12,674,BRAN STARK,"The man is an assassin, when he draws his blade, Catelyn begins to fend him off. In the process her hands are both sliced. The man walks within inches of Bran and his direwolf comes in and mauls the assassin.",Winterfell,The North,Stark,1,Male
675,675,675,Season 1,S01E02,The Kingsroad,12,675,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Winterfell,The North,Other,0,Other
676,676,676,Season 1,S01E02,The Kingsroad,13,676,SCRIPT_NOTE,In Daenerys' tent across the Narrow Sea.,Dothraki Sea,Essos,Other,0,Other
677,677,677,Season 1,S01E02,The Kingsroad,13,677,DAENERYS TARGARYEN,  Have you ever seen a dragon?,Dothraki Sea,Essos,Other,1,Female
678,678,678,Season 1,S01E02,The Kingsroad,13,678,IRRI," Dragon gone, Khaleesi.",Dothraki Sea,Essos,Other,0,Other
679,679,679,Season 1,S01E02,The Kingsroad,13,679,DAENERYS TARGARYEN,  Everywhere? Even in the east?,Dothraki Sea,Essos,Other,1,Female
680,680,680,Season 1,S01E02,The Kingsroad,13,680,IRRI, No dragon. Brave men kill them. It is known.,Dothraki Sea,Essos,Other,0,Other
681,681,681,Season 1,S01E02,The Kingsroad,13,681,JHIQUI, It is known.,Dothraki Sea,Essos,Other,0,Other
682,682,682,Season 1,S01E02,The Kingsroad,13,682,DOREAH, A trader from Garth told me that dragons come from the moon.,Dothraki Sea,Essos,Other,0,Other
683,683,683,Season 1,S01E02,The Kingsroad,13,683,DAENERYS TARGARYEN, The moon?,Dothraki Sea,Essos,Other,1,Female
684,684,684,Season 1,S01E02,The Kingsroad,13,684,DOREAH," He told me the moon was an egg, Khaleesi, that once there were two moons in the sky. But one wandered too close to the sun and it cracked from the heat. Out of it poured a thousand thousand dragons and they drank the sun's fire.",Dothraki Sea,Essos,Other,0,Other
685,685,685,Season 1,S01E02,The Kingsroad,13,685,IRRI, Moon is no egg. Moon is goddess... wife of sun. It is known.,Dothraki Sea,Essos,Other,0,Other
686,686,686,Season 1,S01E02,The Kingsroad,13,686,JHIQUI, It is known.,Dothraki Sea,Essos,Other,0,Other
687,687,687,Season 1,S01E02,The Kingsroad,13,687,DAENERYS TARGARYEN, Leave me with her. Why did the trader from Garth tell you these stories?,Dothraki Sea,Essos,Other,1,Female
688,688,688,Season 1,S01E02,The Kingsroad,13,688,SCRIPT_NOTE,Irri leaves the tent.,Dothraki Sea,Essos,Other,0,Other
689,689,689,Season 1,S01E02,The Kingsroad,13,689,DOREAH," Men like to talk when they're happy. Before your brother bought me for you, it was my job to make men happy.",Dothraki Sea,Essos,Other,0,Other
690,690,690,Season 1,S01E02,The Kingsroad,13,690,DAENERYS TARGARYEN, How old were you?,Dothraki Sea,Essos,Other,1,Female
691,691,691,Season 1,S01E02,The Kingsroad,13,691,DOREAH, I was nine when my mother sold me to the pleasure house.,Dothraki Sea,Essos,Other,0,Other
692,692,692,Season 1,S01E02,The Kingsroad,13,692,DAENERYS TARGARYEN,  Nine?!,Dothraki Sea,Essos,Other,1,Female
693,693,693,Season 1,S01E02,The Kingsroad,13,693,DOREAH," I did not touch a man for three years, Khaleesi. First you must learn.",Dothraki Sea,Essos,Other,0,Other
694,694,694,Season 1,S01E02,The Kingsroad,13,694,DAENERYS TARGARYEN,  Can you teach me how to make the Khal happy?,Dothraki Sea,Essos,Other,1,Female
695,695,695,Season 1,S01E02,The Kingsroad,13,695,DOREAH, Yes.,Dothraki Sea,Essos,Other,0,Other
696,696,696,Season 1,S01E02,The Kingsroad,13,696,DAENERYS TARGARYEN, Will it take three years?,Dothraki Sea,Essos,Other,1,Female
697,697,697,Season 1,S01E02,The Kingsroad,13,697,DOREAH, No.,Dothraki Sea,Essos,Other,0,Other
698,698,698,Season 1,S01E02,The Kingsroad,13,698,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Dothraki Sea,Essos,Other,0,Other
699,699,699,Season 1,S01E02,The Kingsroad,14,699,JON SNOW,"Jon, Tyrion, Benjen and company arrive at the wall and look at it from afar.",The Wall,The North,Stark,1,Male
700,700,700,Season 1,S01E02,The Kingsroad,14,700,TYRION LANNISTER,"Jon, Tyrion, Benjen and company arrive at the wall and look at it from afar.",The Wall,The North,Lannister,1,Male
701,701,701,Season 1,S01E02,The Kingsroad,14,701,BENJEN STARK, Welcome.,The Wall,The North,Stark,0,Other
702,702,702,Season 1,S01E02,The Kingsroad,14,702,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,The Wall,The North,Other,0,Other
703,703,703,Season 1,S01E02,The Kingsroad,15,703,CATELYN STARK,"Catelyn is on the ground where Bran's body was discovered, below the tower he fell from. She looks up and sees the window. She now is looking through that same window where Bran fell. She investigates the room, noticing a cleared patch on some flooring, finding a long blonde hair.",Winterfell,The North,Stark,1,Female
704,704,704,Season 1,S01E02,The Kingsroad,15,704,BRAN STARK,"Catelyn is on the ground where Bran's body was discovered, below the tower he fell from. She looks up and sees the window. She now is looking through that same window where Bran fell. She investigates the room, noticing a cleared patch on some flooring, finding a long blonde hair.",Winterfell,The North,Stark,1,Male
705,705,705,Season 1,S01E02,The Kingsroad,15,705,CATELYN STARK,"Catelyn holds council in the Godswood with Robb, Theon Greyjoy, Rodrick and Maester Luwin.",Winterfell,The North,Stark,1,Female
706,706,706,Season 1,S01E02,The Kingsroad,15,706,ROBB STARK,"Catelyn holds council in the Godswood with Robb, Theon Greyjoy, Rodrick and Maester Luwin.",Winterfell,The North,Stark,1,Male
707,707,707,Season 1,S01E02,The Kingsroad,15,707,THEON GREYJOY,"Catelyn holds council in the Godswood with Robb, Theon Greyjoy, Rodrick and Maester Luwin.",Winterfell,The North,Greyjoy,1,Male
708,708,708,Season 1,S01E02,The Kingsroad,15,708,CATELYN STARK,  What I am about to tell you must remain between us. I don't think Bran fell from that tower. I think he was thrown.,Winterfell,The North,Stark,1,Female
709,709,709,Season 1,S01E02,The Kingsroad,15,709,MAESTER LUWIN, The boy was always sure-footed before.,Winterfell,The North,Other,0,Other
710,710,710,Season 1,S01E02,The Kingsroad,15,710,CATELYN STARK, Someone tried to kill him twice. Why? Why murder an innocent child? Unless he saw something he wasn't meant to see.,Winterfell,The North,Stark,1,Female
711,711,711,Season 1,S01E02,The Kingsroad,15,711,THEON GREYJOY," Saw what, my lady?",Winterfell,The North,Greyjoy,1,Male
712,712,712,Season 1,S01E02,The Kingsroad,15,712,CATELYN STARK, I don't know. But I would stake my life the Lannisters are involved. We already have reason to suspect their loyalty to the crown.,Winterfell,The North,Stark,1,Female
713,713,713,Season 1,S01E02,The Kingsroad,15,713,RODRICK CASSEL," Did you notice the dagger the killer used? It's too fine a weapon for such a man. The blade is Valyrian steel, the handle dragonbone. Someone gave it to him.",Winterfell,The North,Other,0,Other
714,714,714,Season 1,S01E02,The Kingsroad,15,714,ROBB STARK,  They come into our home and try to murder my brother? If it's war they want...,Winterfell,The North,Stark,1,Male
715,715,715,Season 1,S01E02,The Kingsroad,15,715,THEON GREYJOY," If it comes to that, you know I'll stand behind you.",Winterfell,The North,Greyjoy,1,Male
716,716,716,Season 1,S01E02,The Kingsroad,15,716,MAESTER LUWIN," What, is there going to be a battle in the Godswood? Too easily words of war become acts of war. We don't know the truth yet. Lord Stark must be told of this.",Winterfell,The North,Other,0,Other
717,717,717,Season 1,S01E02,The Kingsroad,15,717,CATELYN STARK,  I don't trust a raven to carry these words.,Winterfell,The North,Stark,1,Female
718,718,718,Season 1,S01E02,The Kingsroad,15,718,ROBB STARK,  I'll ride to King's Landing.,Winterfell,The North,Stark,1,Male
719,719,719,Season 1,S01E02,The Kingsroad,15,719,CATELYN STARK,  No. There must always be a Stark in Winterfell. I will go myself.,Winterfell,The North,Stark,1,Female
720,720,720,Season 1,S01E02,The Kingsroad,15,720,ROBB STARK,"  Mother, you can't.",Winterfell,The North,Stark,1,Male
721,721,721,Season 1,S01E02,The Kingsroad,15,721,CATELYN STARK, I must.,Winterfell,The North,Stark,1,Female
722,722,722,Season 1,S01E02,The Kingsroad,15,722,RODRICK CASSEL, I'll send Hal with a squad of guardsmen to escort you.,Winterfell,The North,Other,0,Other
723,723,723,Season 1,S01E02,The Kingsroad,15,723,CATELYN STARK,  Too large a party attracts unwanted attention. I don't want the Lannisters to know I'm coming.,Winterfell,The North,Stark,1,Female
724,724,724,Season 1,S01E02,The Kingsroad,15,724,RODRICK CASSEL, Let me accompany you at least. The Kingsroad can be a dangerous place for a woman alone.,Winterfell,The North,Other,0,Other
725,725,725,Season 1,S01E02,The Kingsroad,15,725,ROBB STARK,  What about Bran?,Winterfell,The North,Stark,1,Male
726,726,726,Season 1,S01E02,The Kingsroad,15,726,CATELYN STARK,  I have prayed to the Seven for more than a month. Bran's life is in their hands now.,Winterfell,The North,Stark,1,Female
727,727,727,Season 1,S01E02,The Kingsroad,15,727,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Winterfell,The North,Other,0,Other
728,728,728,Season 1,S01E02,The Kingsroad,16,728,DAENERYS TARGARYEN,"Back at Daenerys' tent, Doreah is on top of her, teaching Daenerys how to please Khal Drogo.",Dothraki Sea,Essos,Other,1,Female
729,729,729,Season 1,S01E02,The Kingsroad,16,729,KHAL DROGO,"Back at Daenerys' tent, Doreah is on top of her, teaching Daenerys how to please Khal Drogo.",Dothraki Sea,Essos,Other,1,Male
730,730,730,Season 1,S01E02,The Kingsroad,16,730,DOREAH," No, Khaleesi. You must look in his eyes always. Love comes in at the eyes. It is said that Irogenia of Lys could finish a man with nothing but her eyes.",Dothraki Sea,Essos,Other,0,Other
731,731,731,Season 1,S01E02,The Kingsroad,16,731,DAENERYS TARGARYEN, Finish a man?,Dothraki Sea,Essos,Other,1,Female
732,732,732,Season 1,S01E02,The Kingsroad,16,732,DOREAH, Kings traveled across the world for a night with Irogenia. Magisters sold their palaces. Khals burned her enemies just to have her for a few hours. They say a thousand men proposed to her and she refused them all.,Dothraki Sea,Essos,Other,0,Other
733,733,733,Season 1,S01E02,The Kingsroad,16,733,DAENERYS TARGARYEN,"  Well, she sounds like an interesting woman. I don't think that Drogo will like it with me on top.",Dothraki Sea,Essos,Other,1,Female
734,734,734,Season 1,S01E02,The Kingsroad,16,734,DOREAH," You will make him like it, Khaleesi. Men want what they've never had. And the Dothraki take slaves like a hound takes a bitch. Are you a slave, Khaleesi? Then don't make love like a slave. Very good, Khaleesi. Out there he is the mighty Khal, but in this tent, he belongs to you.",Dothraki Sea,Essos,Other,0,Other
735,735,735,Season 1,S01E02,The Kingsroad,16,735,DAENERYS TARGARYEN,  I don't think that this is the Dothraki way.,Dothraki Sea,Essos,Other,1,Female
736,736,736,Season 1,S01E02,The Kingsroad,16,736,DOREAH," If he wanted the Dothraki way, why did he marry you?",Dothraki Sea,Essos,Other,0,Other
737,737,737,Season 1,S01E02,The Kingsroad,16,737,DAENERYS TARGARYEN,  No. No. Tonight I would look upon your face.,Dothraki Sea,Essos,Other,1,Female
738,738,738,Season 1,S01E02,The Kingsroad,16,738,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Dothraki Sea,Essos,Other,0,Other
739,739,739,Season 1,S01E02,The Kingsroad,17,739,SCRIPT_NOTE,"The Lannisters, traveling Starks and all royal guards have stopped for the evening to rest on their way to King's Landing.",Kingsroad,The North,Other,0,Other
740,740,740,Season 1,S01E02,The Kingsroad,17,740,SANSA STARK,"  Pardon me, Ser.",Kingsroad,The North,Stark,1,Female
741,741,741,Season 1,S01E02,The Kingsroad,17,741,SANDOR CLEGANE," Do I frighten you so much, girl? Or is it him there making you shake? He frightens me too. Look at that face.",Kingsroad,The North,Other,1,Male
742,742,742,Season 1,S01E02,The Kingsroad,17,742,SANSA STARK,"  I'm sorry if I offended you, Ser. Why won't he speak to me?",Kingsroad,The North,Stark,1,Female
743,743,743,Season 1,S01E02,The Kingsroad,17,743,SANDOR CLEGANE, He hasn't been very talkative these last 20 years. Since the mad King had his tongue ripped out with hot pincers.,Kingsroad,The North,Other,1,Male
744,744,744,Season 1,S01E02,The Kingsroad,17,744,JOFFREY BARATHEON," He speaks damn well with his sword though. Ser Ilyn Payne, the King's justice. The royal executioner. What is it, sweet lady? Does the hound frighten you? Away with you, dog. You're scaring my lady. I don't like to see you upset. The sun is finally shining. Come walk with me.",Kingsroad,The North,Lannister,1,Male
745,745,745,Season 1,S01E02,The Kingsroad,17,745,SANSA STARK," Stay, Lady. I probably shouldn't have any more. Father only lets us have one cup at feasts.",Kingsroad,The North,Stark,1,Female
746,746,746,Season 1,S01E02,The Kingsroad,17,746,JOFFREY BARATHEON,  My princess can drink as much as she wants. Don't worry... You're safe with me.,Kingsroad,The North,Lannister,1,Male
747,747,747,Season 1,S01E02,The Kingsroad,18,747,SCRIPT_NOTE,"In a field next to a river, off from where everyone else is.",Kingsroad,The North,Other,0,Other
748,748,748,Season 1,S01E02,The Kingsroad,18,748,MYCAH, I'll get you!,Kingsroad,The North,Other,0,Other
749,749,749,Season 1,S01E02,The Kingsroad,18,749,SANSA STARK,  Arya!,Kingsroad,The North,Stark,1,Female
750,750,750,Season 1,S01E02,The Kingsroad,18,750,ARYA STARK, What are you doing here? Go away.,Kingsroad,The North,Stark,1,Female
751,751,751,Season 1,S01E02,The Kingsroad,18,751,JOFFREY BARATHEON,"  Your sister? And who are you, boy?",Kingsroad,The North,Lannister,1,Male
752,752,752,Season 1,S01E02,The Kingsroad,18,752,MYCAH," Mycah, my Lord.",Kingsroad,The North,Other,0,Other
753,753,753,Season 1,S01E02,The Kingsroad,18,753,SANSA STARK, He the butcher's boy.,Kingsroad,The North,Stark,1,Female
754,754,754,Season 1,S01E02,The Kingsroad,18,754,ARYA STARK, He's my friend.,Kingsroad,The North,Stark,1,Female
755,755,755,Season 1,S01E02,The Kingsroad,18,755,JOFFREY BARATHEON,"  A butcher's boy who wants to be a Knight, eh? Pick up your sword, butcher's boy. Let's see how good you are.",Kingsroad,The North,Lannister,1,Male
756,756,756,Season 1,S01E02,The Kingsroad,18,756,MYCAH," She asked me to, my Lord. She asked me to.",Kingsroad,The North,Other,0,Other
757,757,757,Season 1,S01E02,The Kingsroad,18,757,JOFFREY BARATHEON,"  I'm your prince, not your lord, and I said pick up your sword.",Kingsroad,The North,Lannister,1,Male
758,758,758,Season 1,S01E02,The Kingsroad,18,758,MYCAH," It's not a sword, my prince. It's only a stick.",Kingsroad,The North,Other,0,Other
759,759,759,Season 1,S01E02,The Kingsroad,18,759,JOFFREY BARATHEON," And you're not a Knight. Only a butcher's boy. That was my lady's sister you were hitting, do you know that?",Kingsroad,The North,Lannister,1,Male
760,760,760,Season 1,S01E02,The Kingsroad,18,760,ARYA STARK, Stop it!,Kingsroad,The North,Stark,1,Female
761,761,761,Season 1,S01E02,The Kingsroad,18,761,SANSA STARK,"  Arya, stay out of this.",Kingsroad,The North,Stark,1,Female
762,762,762,Season 1,S01E02,The Kingsroad,18,762,JOFFREY BARATHEON,  I won't hurt him... Much. Filthy little bitch!,Kingsroad,The North,Lannister,1,Male
763,763,763,Season 1,S01E02,The Kingsroad,18,763,SANSA STARK,"  No no, stop it, stop it, both of you. You're spoiling it. You're spoiling everything!",Kingsroad,The North,Stark,1,Female
764,764,764,Season 1,S01E02,The Kingsroad,18,764,JOFFREY BARATHEON,"  I'll gut you, you little cunt!",Kingsroad,The North,Lannister,1,Male
765,765,765,Season 1,S01E02,The Kingsroad,18,765,SANSA STARK, Arya!,Kingsroad,The North,Stark,1,Female
766,766,766,Season 1,S01E02,The Kingsroad,18,766,ARYA STARK,"Arya then steps in and fights with Joffrey, disarming him and putting him on his back. Her direwolf sees this as a thread and runs in to defend.",Kingsroad,The North,Stark,1,Female
767,767,767,Season 1,S01E02,The Kingsroad,18,767,JOFFREY BARATHEON,"Arya then steps in and fights with Joffrey, disarming him and putting him on his back. Her direwolf sees this as a thread and runs in to defend.",Kingsroad,The North,Lannister,1,Male
768,768,768,Season 1,S01E02,The Kingsroad,18,768,ARYA STARK,  Nymeria!,Kingsroad,The North,Stark,1,Female
769,769,769,Season 1,S01E02,The Kingsroad,18,769,JOFFREY BARATHEON,  Please don't.,Kingsroad,The North,Lannister,1,Male
770,770,770,Season 1,S01E02,The Kingsroad,18,770,SANSA STARK,"  Arya, leave him alone. My prince, my poor prince, look what they did to you. Stay here, I'll go back to the inn and bring help.",Kingsroad,The North,Stark,1,Female
771,771,771,Season 1,S01E02,The Kingsroad,18,771,JOFFREY BARATHEON, Then go! Don't touch me.,Kingsroad,The North,Lannister,1,Male
772,772,772,Season 1,S01E02,The Kingsroad,18,772,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Kingsroad,The North,Other,0,Other
773,773,773,Season 1,S01E02,The Kingsroad,19,773,JOFFREY BARATHEON,A hunt has begun for the direwolf that attacked Joffrey.,Kingsroad,The North,Lannister,1,Male
774,774,774,Season 1,S01E02,The Kingsroad,19,774,SOLDIER 1, The wolf's not here. Look down by the stream.,Kingsroad,The North,Other,0,Other
775,775,775,Season 1,S01E02,The Kingsroad,19,775,ARYA STARK,Arya hidden from everyone telling her direwolf to leave.,Kingsroad,The North,Stark,1,Female
776,776,776,Season 1,S01E02,The Kingsroad,19,776,ARYA STARK,  You've got to go. They'll kill you for what you did to Joffrey. Go on... run. Go! Leave now!,Kingsroad,The North,Stark,1,Female
777,777,777,Season 1,S01E02,The Kingsroad,19,777,SOLDIER 2, It's a direwolf.,Kingsroad,The North,Other,0,Other
778,778,778,Season 1,S01E02,The Kingsroad,19,778,SOLDIER 1, I'll check down here.,Kingsroad,The North,Other,0,Other
779,779,779,Season 1,S01E02,The Kingsroad,19,779,SOLDIER 2, I think I heard a noise.,Kingsroad,The North,Other,0,Other
780,780,780,Season 1,S01E02,The Kingsroad,19,780,ARYA STARK,  Go!,Kingsroad,The North,Stark,1,Female
781,781,781,Season 1,S01E02,The Kingsroad,19,781,NED STARK,Jory comes to tell Ned that his daughter has been found.,Kingsroad,The North,Stark,1,Male
782,782,782,Season 1,S01E02,The Kingsroad,19,782,JORY CASSEL, My lord! My lord! They found her. She's unharmed.,Kingsroad,The North,Other,0,Other
783,783,783,Season 1,S01E02,The Kingsroad,19,783,NED STARK, Where is she?,Kingsroad,The North,Stark,1,Male
784,784,784,Season 1,S01E02,The Kingsroad,19,784,JORY CASSEL, She's been taken directly before the King.,Kingsroad,The North,Other,0,Other
785,785,785,Season 1,S01E02,The Kingsroad,19,785,NED STARK, Who took her?,Kingsroad,The North,Stark,1,Male
786,786,786,Season 1,S01E02,The Kingsroad,19,786,JORY CASSEL, The Lannisters found her.,Kingsroad,The North,Other,0,Other
787,787,787,Season 1,S01E02,The Kingsroad,19,787,NED STARK," Right, get back.",Kingsroad,The North,Stark,1,Male
788,788,788,Season 1,S01E02,The Kingsroad,19,788,JORY CASSEL, The Queen ordered them to bring her straight to him.,Kingsroad,The North,Other,0,Other
789,789,789,Season 1,S01E02,The Kingsroad,19,789,NED STARK, Back! Back to the inn. All back!,Kingsroad,The North,Stark,1,Male
790,790,790,Season 1,S01E02,The Kingsroad,19,790,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,Kingsroad,The North,Other,0,Other
791,791,791,Season 1,S01E02,The Kingsroad,20,791,SCRIPT_NOTE,Now back at the Inn where everyone is staying.,Kingsroad,The North,Other,0,Other
792,792,792,Season 1,S01E02,The Kingsroad,20,792,ARYA STARK,  I'm sorry.,Kingsroad,The North,Stark,1,Female
793,793,793,Season 1,S01E02,The Kingsroad,20,793,NED STARK, Are you hurt?,Kingsroad,The North,Stark,1,Male
794,794,794,Season 1,S01E02,The Kingsroad,20,794,ARYA STARK, No.,Kingsroad,The North,Stark,1,Female
795,795,795,Season 1,S01E02,The Kingsroad,20,795,NED STARK, It's all right. What is the meaning of this? Why was my daughter not brought to me at once?,Kingsroad,The North,Stark,1,Male
796,796,796,Season 1,S01E02,The Kingsroad,20,796,CERSEI LANNISTER,  How dare you speak to your King in that manner?,Kingsroad,The North,Lannister,1,Female
797,797,797,Season 1,S01E02,The Kingsroad,20,797,ROBERT BARATHEON," Quiet, woman. Sorry, Ned. I never meant to frighten the girl. But we need to get this business done quickly.",Kingsroad,The North,Baratheon,1,Male
798,798,798,Season 1,S01E02,The Kingsroad,20,798,CERSEI LANNISTER, Your girl and that butcher's boy attacked my son. That animal of hers nearly tore his arm off.,Kingsroad,The North,Lannister,1,Female
799,799,799,Season 1,S01E02,The Kingsroad,20,799,ARYA STARK,  That's not true! She just... Bit him a little. He was hurting Mycah.,Kingsroad,The North,Stark,1,Female
800,800,800,Season 1,S01E02,The Kingsroad,20,800,CERSEI LANNISTER, Joffrey told us what happened. You and that boy beat him with clubs while you set your wolf on him.,Kingsroad,The North,Lannister,1,Female
801,801,801,Season 1,S01E02,The Kingsroad,20,801,ARYA STARK,  That's not what happened!,Kingsroad,The North,Stark,1,Female
802,802,802,Season 1,S01E02,The Kingsroad,20,802,JOFFREY BARATHEON,  Yes it is! They all attacked me and she threw my sword in the river.,Kingsroad,The North,Lannister,1,Male
803,803,803,Season 1,S01E02,The Kingsroad,20,803,ARYA STARK,  Liar!,Kingsroad,The North,Stark,1,Female
804,804,804,Season 1,S01E02,The Kingsroad,20,804,JOFFREY BARATHEON,  Shut up!,Kingsroad,The North,Lannister,1,Male
805,805,805,Season 1,S01E02,The Kingsroad,20,805,ROBERT BARATHEON," Enough! He tells me one thing, she tells me another. Seven hells! What am I to make of this? Where's your other daughter, Ned?",Kingsroad,The North,Baratheon,1,Male
806,806,806,Season 1,S01E02,The Kingsroad,20,806,NED STARK, In bed asleep.,Kingsroad,The North,Stark,1,Male
807,807,807,Season 1,S01E02,The Kingsroad,20,807,CERSEI LANNISTER," She's not. Sansa, come here, darling.",Kingsroad,The North,Lannister,1,Female
808,808,808,Season 1,S01E02,The Kingsroad,20,808,ROBERT BARATHEON," Now, child... Tell me what happened. Tell it all and tell it true. It's a great crime to lie to a King.",Kingsroad,The North,Baratheon,1,Male
809,809,809,Season 1,S01E02,The Kingsroad,20,809,SANSA STARK, I don't know. I don't remember. Everything happened so fast. I didn't see.,Kingsroad,The North,Stark,1,Female
810,810,810,Season 1,S01E02,The Kingsroad,20,810,ARYA STARK, Liar! Liar liar liar!,Kingsroad,The North,Stark,1,Female
811,811,811,Season 1,S01E02,The Kingsroad,20,811,SANSA STARK, Arya!,Kingsroad,The North,Stark,1,Female
812,812,812,Season 1,S01E02,The Kingsroad,20,812,NED STARK, Stop it! That's enough of that.,Kingsroad,The North,Stark,1,Male
813,813,813,Season 1,S01E02,The Kingsroad,20,813,ARYA STARK,  Liar liar liar!,Kingsroad,The North,Stark,1,Female
814,814,814,Season 1,S01E02,The Kingsroad,20,814,NED STARK, Stop! Arya!,Kingsroad,The North,Stark,1,Male
815,815,815,Season 1,S01E02,The Kingsroad,20,815,CERSEI LANNISTER,  She's as wild as that animal of hers. I want her punished.,Kingsroad,The North,Lannister,1,Female
816,816,816,Season 1,S01E02,The Kingsroad,20,816,ROBERT BARATHEON," What would you have me do, whip her through the streets? Damn it, children fight. It's over.",Kingsroad,The North,Baratheon,1,Male
817,817,817,Season 1,S01E02,The Kingsroad,20,817,CERSEI LANNISTER,  Joffrey will bear these scars for the rest of his life.,Kingsroad,The North,Lannister,1,Female
818,818,818,Season 1,S01E02,The Kingsroad,20,818,ROBERT BARATHEON, You let that little girl disarm you? See to it that your daughter is disciplined. I'll do the same with my son.,Kingsroad,The North,Baratheon,1,Male
819,819,819,Season 1,S01E02,The Kingsroad,20,819,NED STARK," Gladly, your Grace.",Kingsroad,The North,Stark,1,Male
820,820,820,Season 1,S01E02,The Kingsroad,20,820,CERSEI LANNISTER,  And what of the direwolf? What of the beast that savaged your son?,Kingsroad,The North,Lannister,1,Female
